Job Title
Autoglazier
Automobile Drivers
Automotive Electricians
Backhoe Operator
Bakers and Pastrycooks
Bank Manager
Bank Workers
Bar Attendant
Barber Apprenticeship
Barista
Barristers
Beauty Therapists
Betting Clerks
Bicycle Mechanic
Biochemist
Biomedical Engineer
Biotechnologist
Boat Builders and Shipwrights
Boiler or Engine Operator
Boilermaker
Book or Script Editor
Bookkeepers
Botanist
Bottle Shop Attendant
Bricklayer
Bricklayer's Labourer
Broadcast Transmitter Operator
Builder
Builder's Labourer
Building Associate
Building Inspector
Building Insulation Installer
Bulk Materials Handling Plant Operator
Bulldozer Operator
Bus and Coach Drivers
Business and Systems Analyst
Business Development Manager
Business Development Officer
Business Machine Mechanic
Busser / Glassie
Butchers and Smallgoods Makers
Cabinetmakers
Cable Layers - NBN
Cafe and Restaurant Managers
Cafe workers
Call or Contact Centre Manager
Call or Contact Centre Operator
Call or Contact Centre Team Leader
"Camera Operator (Film, Television or Video)"
Canvas Worker / PVC Welder
Car Detailers
Car Park Attendant
Car Rental Sales
Caravan Assembly assistant
Cardiac Technician
Careers Counsellor
Caretakers
Carpenter
Carpet Cleaners
Casino - Gaming Worker
Catering Assistant
Cellar Hand
Checkout Operators and Office Cashiers
Chefs
Chemical Engineer
Chemical Plant Worker
Chemist
Chemistry Technician
Chief Executives and Managing Directors
Chief Information Officer
Child Care Centre Managers
Child Care Worker
Chiropractors and Osteopaths
Civil Engineer
Civil Engineering Draftsperson
Civil Engineering Technician
Classified Advertising Clerks
"Clay, Concrete, Glass and Stone Processing Machine Operators"
Clinical Coder
Clinical Psychologist
Clothing Patternmaker
CNC Operator
Commercial Cleaners
Commodities Trader
Communications Operator
Community Worker
Complementary Health Therapists
Composer
Computer Network and Systems Engineer
Concrete Pump Operator
Concreters
Conference and Event Organisers
Conservation Officer
Conservator
Construction Estimator
Construction Managers
Construction Rigger
Consultant
Container Unloader
Contract Administrator
Conveyancers and Legal Executives
Cooks
Copywriter
Corporate Services Managers
Corporate Treasurer
Cost Clerk
Counsellors
Courier
Court and Legal Clerks
Crane Chaser
"Crane, Hoist and Lift Operators"
Credit and Loans Officers
Crop Farm Workers
Crossing Supervisor
Crowd Controller
Customer Service Manager
Customer Service Officer
Customs Officer
Dance Teacher (Private Tuition)
Dancer or Choreographer
Data Entry Operator
Database Administrator
Debt Collectors
Deck Hand
Defence Force Member
Deli Assistant
Delivery Drivers
Dental Assistants
Dental Hygienist
Dental Practitioners
Dental Technician
Dental Therapist
Dermatologist
Despatching and Receiving Clerks
Detailer
Detective
Developer Programmer
Diagnostic and Interventional Radiologist
Diesel Motor Mechanic
Disabilities Services Officer
Dispatching and Receiving Clerks
Diver
Diversional Therapists
Dock Hand
Dog Groomer
Domestic Cleaners
Doorperson or Luggage Porter
Draftsperson - Architectural
Draftsperson - Civil Engineering
Draftsperson - Electrical Engineering
Draftsperson - Electronic Engineering
Draftsperson - Mechanical Engineering
Drainer
Dressmaker or Tailor
Driller
Driller's Assistant
Driver
Driving Instructors
Drug and Alcohol Counsellor
Early Childhood (Pre-primary School) Teachers
Earth Science Technician
Earthmoving Plant Operator (General)
Economists
Education Advisers and Reviewers
Education Aides
Educational Psychologist
Educator
Electorate Officer
Electrical Distribution Trades Workers
Electrical Engineering Draftsperson
Electrical Engineering Technician
Electrical Engineers
Electrical or Telecommunications Trades Assistant
Electricians
Electronic Engineering Draftspersons and Technicians
Electronic Equipment Trades Worker
Electronic Instrument Trades Worker (General)
Electronics Engineers
Emergency Medicine Specialist
Emergency Service Worker
Employment Consultant
Engineer
Engineering Managers
Engineering Patternmaker
Engineering Production Workers
Engineering Technologist
Enrolled Nurse
Entertainer or Variety Artist
Environmental Consultant
Environmental Engineer
Environmental Health Officer
Environmental Manager
Environmental Research Scientist
Estimator
Event Organiser
Event Staff
EXCAVATOR OPERATOR
Executive Assistant
External Auditor
Facilities Administrator
Facilities Manager
Faculty Head
Family and Marriage Counsellor
Family Day Care Worker
Family Support Worker
Farm Hand
Fashion Designer
Fast Food Cooks
Fencers
Fibrous Plasterer
Filing and Registry Clerks
Film and Video Editor
"Film, Television, Radio and Stage Directors"
Finance Managers
Financial Brokers
Financial Dealers
Financial Institution Branch Manager
Financial Investment Adviser
Financial Investment Manager
Fire Fighter
Fishing Hand
Fitness Instructors
Fitness Instructors
Fitter (General)
Fleet Manager
Flight Attendants
Floor Finishers
Florists
Food and Beverage Attendant
Food and Drink Factory Workers
Food Technologist
Food Trades Assistants
Foreman
Forestry Worker
Forklift Drivers
Freight and Furniture Handlers
Front End Controller
Front-End Loader
Fruit and Nut Picker
Fruit Picker
Funeral Assistant
Funeral Director
Funeral Workers
Furnace operator
Furniture Finisher
Gallery or Museum Curator
Gallery or Museum Technician
"Gallery, Museum and Tour Guides"
Gaming Workers
Garden and Nursery Labourers
Gardeners
Gas Meter Reader
Gas or Petroleum Operator
Gasfitter
General Clerks
General Labourer
General Managers
General Practitioner
"Geologists, Geophysicists and Hydrogeologists"
Geotechnical Engineer
Glaziers
Grader Operator
Graphic Designer
Graphic Pre-Press Trades Workers
Greenkeepers
Groundsman
Hair or Beauty Salon Manager
Hairdressers
Handypersons
Hardware Technician
Hardware/Systems Engineer
Health and Welfare Services Managers
Health Information Manager
Health Practice Manager
Health Promotion Officer
Helicopter Pilot
Historian
Home and Community Carer
Home Carer
Home Improvement Installer
Horse Trainer
Horticulturalist
Hospital Orderly
Hospital Pharmacist
Hospitality Worker
Hotel and Motel Managers
Hotel or Motel Receptionist
Hotel Service Managers
Housekeepers
Human Resource Adviser
Human Resource Clerks
Human Resource Managers
Hunter-Trapper
ICT Business and Systems Analysts
ICT Customer Support Officer
ICT Managers
ICT Quality Assurance Engineer
ICT Sales Professionals
ICT Security Specialist
ICT Support Engineer
ICT Systems Test Engineer
ICT Trainers
Illustrator
Immigration Officer
"Importers, Exporters and Wholesalers"
Indigenous Health Workers
Industrial Designer
Industrial Engineer
Industrial Spraypainters
Information Officers
Inspectors and Regulatory Officers
Insurance Agents
Insurance Consultant
"Insurance Investigators, Loss Adjusters and Risk Surveyors"
Integration Aide
Intelligence Officer
Intensive Care Specialist
Interior Designers
Internal Auditor
Interpreter
Jewellers
Jockey
Joiner
Journalists and Other Writers
Judicial and Other Legal Professionals
Kennel Hands
Kindergarten Assistant / Preschool Aides
Kitchenhands
Lab Technician
Laboratory Manager
Labourer
Lagger
Land Economists and Valuers
Landscape Architect
Landscaper
Laundry Workers
Leaflet or Newspaper Deliverer
Learning & Development Manager
Learning and Development Officer
Legal clerk
Legal Secretary
Liaison Officer
Librarians
Library Assistants
Library Technician
Licensed Club Managers
Life Science Technician
Life Scientist (General)
Lifeguard
Lift Mechanic
Limousine Driver
Linemarker
Livestock Farm Workers
Livestock Farmers
Loader Operator
Locksmith
Logging Assistant
Logistics Clerk
Machine Operator
Mail Clerk
Mail Sorters
Maintenance Worker
Make Up Artist
Management - Retail
Management Accountant
Management Consultant
Manager
Marine Engine Driver
Market Research Analyst
Marketing Specialist
Massage Therapists
Materials Engineer
Materials Recycler
Mathematician
Meat Boner and Slicer
"Meat, Poultry and Seafood Process Workers"
Mechanical Engineer
Mechanical Engineering Draftsperson
Mechanical Engineering Technician
Media Producer (excluding Video)
Medical Diagnostic Radiographer
Medical Laboratory Scientists
Medical Laboratory Technician
Medical Radiation Therapist
Medical Receptionist
Medical Records Clerk
Merchandiser
"Metal Casting, Forging and Finishing Trades Workers"
Metal Fabricator
Metal Machinist (First Class)
Metallurgist
Meteorologist
Meter Reader
Microbiologist
Middle School Teachers
Midwives
Miner
Mining Engineer (excluding Petroleum)
Mining Support Worker
Ministers of Religion
Mixed Crop and Livestock Farm Workers
Mixed Crop and Livestock Farmers
Model
Mortgage Broker
Mothercraft Nurse
Motion Picture Projectionist
Motor Mechanic (General)
Motor Vehicle or Caravan Salesperson
Motor Vehicle Parts and Accessories Fitters
Motor Vehicle Parts Interpreter
Motorcycle Mechanic
Multimedia Designer
Multimedia Specialist
Mushroom Pickers
Music Teacher (Private Tuition)
Musical Instrument Maker or Repairer
Musician (Instrumental)
Nail Technician
Nanny
Naturopath
Naval Architect
Network Administrator
Network Analyst
Neurologist
Night Filler
Nuclear Medicine Technologist
Nurse Educator
Nurse Managers
Nurse Practitioner
Nurse Researcher
Nurserypersons
Nursing Support Worker
Nutrition Professionals
Obstetrician and Gynaecologist
Occupational Health and Safety Adviser
Occupational Therapists
Office - Clerk / Administration
Office Managers
Operating Theatre Technician
Operations Manager
Ophthalmologist
Optical Dispenser
Optometrist
Order Clerk
Organisation and Methods Analyst
Organisational Psychologist
Orthoptist
Orthotist or Prosthetist
Osteopath
Other Education Managers
Other Factory Process Workers
Out of School Hours Care Workers
Outdoor Adventure Guides
Oyster Farmer
Packers
Paediatrician
Painting Trades Workers
Panelbeaters
Paper and Wood Processing Machine Operators
Park Ranger
Parking Inspector
Parks Maintenance Officer
Parole or Probation Officer
Pathologist
Pathology Collector
Paving and Surfacing Labourers
Paving Plant Operator
Payroll Clerks
Personal Assistants
Personal Care Assistant
Pest Controller
Pet Groomer
Petroleum Engineer
Pharmacy Sales Assistants
Pharmacy Technician
Photographers
Photographers Assistant
Photographic Developers and Printers
Physicist
Physiotherapists
Plant Operator
Plasterer (Fibrous)
Plasterer (Solid) - Renderer
Plastics and Rubber Production Machine Operators
Plumber (General)
Plumbers Assistant
Podiatrists
Police Officer
Policy Analyst
Policy and Planning Managers
Porter / Doorperson
Post Office Manager
Postal Delivery Officer
Powder Coater
Power Generation Plant Operator
Practice manager
Prawn Fishing
Precast Concreter
Precision Instrument Maker and Repairer
Primary Products Inspectors
Primary School Teachers
Print Finisher
Printers
Printing Assistant
Printing Table Worker
Prison Officers
Private Investigator
Private Tutors and Teachers
Process Worker
Process Worker - Food and Drink
"Process Worker - Meat, Poulty and Seafood"
Product Assemblers
Product Examiner
Product Grader
Product Tester
Production Clerk
Production Manager (Manufacturing)
Production Manager (Mining)
Production or Plant Engineer
Program or Project Administrator
Project Manager
Proof Reader
Property Manager
Psychiatrists
Public Relations Manager
Public Relations Professionals
Purchasing Officer
Quality Assurance Manager
Quality Controller
Quantity Surveyor
Radio Despatcher
Radio Presenter
Radiographer
Railway Signal Operator
Railway Track Workers
Real Estate Agency Principal
Real Estate Agent
Real Estate Representative
Receptionist (General)
Records Manager
Recreation Officer
Recruitment Consultant
Recycling and Rubbish Collectors
Recycling Worker
Registered Nurse (Critical Care and Emergency)
Registered Nurse (Mental Health)
Registered Nurse (Surgical)
Registered Nurses
Rehabilitation Counsellor
Relief Teacher
Removalist
Research and Development Managers
Research Assistant
Resident Medical Officer
Residential Care Officer
Retail Buyer
Retail Loss Prevention Officer
Retail Managers
Retail Pharmacist
Retail Supervisors
Rigger
Road Roller Operator
Road Traffic Controller
Roof Plumber
Roof Tilers
Sales and Marketing Manager
Sales Assistants (General)
Sales Demonstrator
Sales Representatives
Samplers / Testers
Scaffolder
School Crossing Supervisor
School Principals
Screen Printer
Secondary School Teachers
Secretary (General)
Security Consultant
Security Guard
Security Officer
Sewing Machinists
Shearer
Sheetmetal Trades Workers
Shelf Fillers
Ship's Master
Ship's Officer
Shoe/Watch Repairer
Shopfitter
Shot Firer
Sign Erector
Signwriters
Singer
Skid steer / Bobcat
Skipper
Slaughterer
Small Engine Mechanic
Social Professionals
Social Workers
Software Engineer
Software Tester
Solicitors
Solid Plasterer
Sonographer
Sound Technician
Special Care Workers
Special Education Teachers
Specialist Physicians
Speech Pathologist
Sports Centre Manager
"Sports Coaches, Instructors and Officials"
Sports Umpire
Sportspersons
Spray Painter
Spray Painter (Industrial)
Spray Painter (Vehicle)
Stablehand
Statistical Clerk
Statistician
Steel Fixer
Sterilisation Technician
Stock Clerk
Stone Processing Machine Operator
Stonemason
Storepersons
Street Vendors and Related Salespersons
Structural Engineer
Structural Steel Erector
Student Counsellor
Student Support Officer
Supervisor - Retail
"Supply, Distribution and Procurement Managers"
Surgeons
Survey Interviewers
Surveying or Spatial Science Technician
Surveyor's Assistant
Surveyors and Spatial Scientists
Swimming Instructor
Switchboard Operators
Systems Administrator
TAB Attendant
Tanker Drivers
Taxation Accountant
Taxation Inspector
Taxi Driver
Teacher
Technical Sales Representatives
Technical Writer
Telecommunications Engineering Professionals
Telecommunications Linesworker
Telecommunications Technical Specialists
Telecommunications Trades Workers
Telemarketers
Textile and Footwear Production Machine Operators
Therapy Aide
Thoracic Medicine Specialist
Ticket Collector or Usher
Ticket Salespersons
Toolmaker
Tour Guide
Tourist Information Officer
Tow Truck Drivers
TRACTOR OPERATOR
Trades Assistant
Traffic Controller
Traffic Management
Train Driver
Training and Development Professionals
Translator
Transport and Despatch Clerks
Transport Company Manager
Transport Engineer
Transport Operations Inspector
Travel Attendants
Travel Consultant
Tree Faller
Trolley Collector
Truck Drivers
Truck Jockey
Tutor
Tyre fitter
Uber Driver
Uber Eats Driver
Undertaker
University Lecturer
University Tutor
Upholsterers
Urban and Regional Planners
Used car salesperson
Valuer
Vehicle Body Builders and Trimmers
Vehicle Painters
Vending Machine Attendants
Veterinarians
Veterinary Nurses
Visual Arts and Crafts Professionals
Visual Merchandisers
Vocational Education Teachers
Waiters
Wall and Floor Tilers
Warehouse Administrator
Waste Water or Water Plant Operator
Watch and Clock Maker and Repairer
Web Administrator
Web Designer
Web Developer
Weighbridge Operator
Welder
Welder - Atomic Hydrogen
Welder - Energy Beam
Welder - Flux-Cored Arc
Welder - Mig
Welder - OXY
Welder - Stick
Welder - Tig
Welfare Worker
Window Cleaner
Wine Maker
Winery Worker
Wood Machinist
Word Processing Operator
Workplace Relations Adviser
Youth Worker
Zoologist
